565532,321.268
565535,405.263
565537,531.208
565547,730.589
565550,312.817
565551,364.884
565558,297.202
565559,297.202
565560,360.14
565561,523.162
565562,269.139
565563,314.551
565564,348.297
565565,321.743
565566,404.511
565571,335.46
565572,389.371
565576,369.292
565577,343.731
565578,273.596
565579,397.539
565582,406.756
565584,534.74
565585,621.4
565587,212.478
565592,380.693
565593,280.313
565594,316.764
565595,307.79
565596,607.193
565598,322.859
565600,412.367
565601,209.559
565602,463.88
565604,420.091
565605,349.196
565606,429.421
565607,303.439
565608,302.682
565609,439.131
565610,321.013
565612,407.798
565613,408.392
565616,320.736
565618,327.282
565620,342.947
565621,352.899
565622,309.226
565623,195.087
565624,377.86
565625,230.979
565627,312.331
565630,316.134
565631,318.182
565632,212.484
565633,374.97
565634,307.299
565635,469.607
565636,309.332
565637,433.795
565638,238.399
565639,375.047
565640,381.748
565641,369.162
565642,370.985
565643,411.45
565645,463.071
565646,404.868
565647,399.329
565648,334.806
565652,320.208
565654,335.031
565657,465.258
565658,364.917
565659,408.392
565660,212.484
565661,440.3
565664,548.812
565665,576.806
565666,406.577
565667,457.652
565668,446.626
565669,248.898
565671,406.786
565672,189.012
565673,423.729
565674,380.455
565675,437.786
565676,522.289
565677,292.78
565678,430.509
565680,404.868
565681,297.071
565682,305.166
565684,420.115
565689,430.183
565691,289.107
565695,204.684
565696,406.947
565705,382.03
565710,412.367
565719,386.748
565720,303.18
565721,291.497
565722,483.859
565723,349.196
565724,442.871
565726,510.265
565728,254.268
565729,303.76
565732,303.432
565733,335.703
565734,441.156
565735,335.703
565736,325.331
565737,435.13
565739,423.729
565740,321.743
565743,336.627
565744,340.633
565745,259.764
565749,255.61
565750,407.415
565753,375.591
565754,340.346
565755,255.61
565756,386.372
565757,292.562
565758,379.778
565759,416.215
565760,375.721
565764,596.246
565765,514.667
565766,404.511
565767,472.531
565768,326.073
565773,258.403
565774,303.232
565775,369.156
565780,303.232
565800,450.815
565801,316.134
565804,295.513
565805,389.894
565806,411.459
565808,380.455
565810,318.946
565813,355.221
565817,367.548
565819,413.246
565820,198.899
565822,320.178
565824,371.311
565827,406.468
565828,294.709
565829,229.339
565830,269.102
565832,239.259
565835,496.993
565840,340.633
565841,390.769
565844,342.526
565845,403.809
565850,305.895
565851,341.41
565857,238.354
565859,321.013
565861,306.502
565864,423.44
565865,302.713
565868,302.62
565869,337.904
565877,298.11
565878,392.06
565881,400.06
565883,338.375
565884,423.44
565885,456.488
565888,406.654
565889,426.221
565894,302.713
565896,343.767
565898,350.998
565900,352.887
565902,348.784
565903,307.082
565904,332.569
565905,307.457
565906,267.95
565912,282.292
565913,372.367
565914,312.008
565925,412.287
565926,314.927
565950,359.293
565951,304.681
565955,366.665
565957,206.113
565958,412.638
565961,404.626
565962,338.375
565964,253.606
565965,304.267
565968,352.887
565969,233.744
565970,233.744
565971,308.983
565973,319.62
565974,316.105
565975,367.018
565976,306.116
565978,425.445
565979,334.481
565980,317.064
565981,238.354
565982,400.06
565983,392.1
565986,327.613
565994,302.884
565997,403.973
565998,350.988
565999,367.921
566000,409.393
566002,341.441
566003,302.62
566004,278.881
566005,301.275
566006,309.655
566007,376.662
566010,440.898
566011,405.7
566012,420.754
566013,514.622
566018,896.523
566022,737.023
566023,331.61
566026,564.104
566028,306.294
566031,382.027
566038,722.988
566040,333.978
566044,404.081
566048,358.159
566049,628.806
566054,201.75
566055,409.462
566057,322.859
566058,307.082
566059,331.671
566065,297.061
566066,564.104
566067,325.591
566068,311.886
566069,376.662
566072,533.609
566073,458.811
566074,429.13
566079,319.62
566080,327.613
566081,302.973
566082,257.676
566083,315.595
566090,353.12
566091,341.41
566092,373.937
566093,322.502
566095,282.771
566112,318.349
566134,333.638
566159,358.621
566224,325.939
566225,325.939
566226,322.751
566259,264.135
566260,302.544
566261,407.126
566262,240.819
566263,323.31
566277,341.603
566278,337.817
566280,293.715
566289,267.256
566293,285.888
566297,343.95
566298,249.574
566306,223.745
566309,254.975
566310,121.091
566314,220.944
566315,344.596
566316,312.331
566320,213.46
566321,486.818
566324,217.465
566327,323.949
566328,217.788
566342,239.505
566343,227.308
566344,328.852
566354,225.317
566362,361.95
566363,292.245
566368,227.308
566370,309.917
566391,337.314
566392,315.096
566393,261.647
566394,315.096
566399,303.065
566403,210.516
566404,333.511
566412,441.38
566414,214.436
566415,230.814
566416,259.026
566422,319.471
566423,234.322
566432,366.383
566442,257.297
566447,217.053
566449,128.825
566451,239.857
566459,279.329
566467,403.386
566468,419.824
566472,238.891
566474,222.286
566475,209.546
566483,239.554
566486,281.409
566492,161.578
566496,323.31
566535,242.493
566557,602.687
566590,418.094
566591,377.134
566592,219.57
566593,350.541
566596,403.364
566597,303.148
566598,218.872
566599,374.052
566600,375.968
566601,275.813
566602,337.305
566603,233.518
566604,330.877
566605,304.134
566607,317.648
566608,314.108
566610,307.544
566611,320.813
566612,382.552
566614,304.099
566615,283.51
566616,323.143
566623,203.67
566624,222.156
566625,371.261
566626,339.272
566627,311.463
566628,277.245
566629,318.311
566631,241.075
566634,336.341
566635,320.854
566636,329.823
566637,281.577
566638,326.44
566639,280.564
566641,317.553
566643,331.2
566644,380.927
566645,246.549
566646,339.277
566647,366.596
566648,251.245
566650,285.888
566651,308.048
566652,288.486
566653,336.341
566654,326.795
566655,244.408
566656,398.836
566657,203.67
566658,225.316
566660,367.006
566662,276.209
566664,335.893
566666,285.042
566668,303.608
566669,285.491
566670,103.783
566671,302.733
566673,247.456
566674,215.521
566677,371.261
566678,266.912
566679,335.34
566680,469.887
566681,310.755
566682,304.637
566684,308.048
566686,312.99
566711,278.022
566712,278.881
566714,148.4
566716,258.689
566717,252.158
566718,315.004
566719,316.276
566720,488.83
566722,218.327
566724,207.014
566725,272.018
566726,543.092
566728,414.411
566730,675.894
566731,612.994
566732,383.003
566734,391.06
566735,307.979
566737,285.557
566738,347.347
566739,206.125
566740,314.423
566741,272.742
566742,302.823
566743,612.739
566744,343.208
566745,513.484
566747,537.206
566748,345.069
566749,315.004
566750,441.824
566751,314.159
566753,463.903
566754,364.032
566755,350.005
566756,364.707
566757,294.846
566758,317.324
566759,543.092
566761,330.264
566762,877.553
566763,454.328
566764,305.024
566765,326.994
566766,330.671
566767,652.989
566768,266.7
566769,207.014
566770,664.088
566772,307.979
566773,358.575
566775,399.013
566776,1050.747
566777,354.566
566778,404.449
566779,505.964
566781,567.074
566783,436.755
566784,708.076
566785,418.008
566786,950.703
566787,504.318
566788,212.472
566789,399.222
566793,328.554
566794,275.174
566795,612.739
566796,217.053
566798,218.432
566799,308.172
566801,275.857
566802,397.695
566803,205.009
566804,275.826
566805,197.559
566806,339.076
566821,842.528
566864,366.031
566865,299.611
566871,339.708
566874,471.623
566877,414.197
566895,267.952
566941,363.681
566942,1173.66
566943,505.143
566944,295.513
566945,404.693
566946,621.359
566947,510.055
566948,440.97
566949,440.97
566956,359.19
566957,344.634
566958,201.965
566960,860.861
566963,294.788
566965,302.911
566966,835.284
566967,448.388
566968,811.387
566969,423.266
566970,401.032
566971,396.002
566972,416.45
566974,390.836
566975,435.826
566976,352.802
566977,609.526
566978,403.806
566979,420.065
566980,376.659
566981,310.47
566982,496.973
566983,649.729
566984,461.131
566985,467.693
566986,310.47
566987,497.635
566988,412.804
566989,753.612
566990,1188.646
566991,801.405
566992,801.405
566993,268.978
566996,522.512
566997,696.678
566999,479.729
567002,250.102
567003,248.898
567007,390.836
567008,531.575
567009,412.804
567010,307.089
567011,574.198
567016,878.178
567021,625.702
567023,416.45
567025,308.438
567027,497.99
567041,302.585
567058,226.21
567059,212.48
567061,425.241
567063,269.589
567067,333.511
567071,343.451
567072,261.647
567073,269.589
567074,161.289
567075,608.809
567076,251.542
567077,280.622
567078,429.838
567081,246.549
567082,319.39
567087,318.349
567088,229.904
567089,449.817
567091,215.521
567094,443.223
567095,320.713
567097,320.366
567098,234.28
567099,302.843
567109,266.91
567110,315.132
567111,259.722
567116,257.676
567125,291.43
567129,203.713
567130,332.569
567133,219.362
567134,315.557
567135,297.136
567137,321.579
567138,239.995
567139,261.57
567149,323.269
567157,479.011
567157,689.232
567159,416.781
567163,420.454
567167,421.569
567173,498.304
567175,412.066
567183,478.021
567184,575.534
567188,391.49
567190,317.941
567191,252.158
567193,274.136
567194,653.841
567199,307.928
567202,317.227
567203,410.107
567204,303.357
567205,307.139
567207,333.962
567208,354.566
567209,401.032
567212,288.592
567220,500.165
567222,708.696
567224,327.312
567231,285.042
567232,239.857
567236,400.595
567238,268.978
567241,467.504
567244,453.568
567245,285.557
567248,516.5
567256,398.858
567257,315.548
567258,1110.463
567260,244.28
567261,373.937
567263,352.116
567264,285.882
567265,469.267
567266,466.714
567267,279.317
567269,321.268
567270,331.973
567285,350.993
567286,306.576
567287,412.066
567290,360.075
567291,293.834
567292,482.743
567293,344.139
567294,376.472
567295,312.008
567298,359.532
567299,508.568
567303,304.305
567306,230.116
567310,315.88
567313,369.084
567315,297.836
567319,468.322
567320,411.713
567322,405.608
567323,325.331
567326,449.365
567328,279.94
567336,563.028
567342,267.11
567347,309.519
567353,486.818
567354,354.19
567355,302.645
567357,545.587
567376,348.525
567381,333.608
567387,107.679
567389,206.125
567409,302.869
567411,356.326
567413,311.886
567415,304.537
567417,352.452
567422,255.447
567439,397.695
567440,200.609
567441,475.755
567442,206.923
567443,244.28
567457,236.96
567459,317.324
567461,352.987
567465,493.36
567467,255.447
567469,255.609
567470,294.846
567474,277.985
567481,307.802
567483,350.616
567485,347.459
567488,380.483
567489,811.37
567491,342.526
567492,302.167
567494,354.795
567497,361.031
567498,256.025
567500,350.998
567505,315.632
567506,613.174
567510,304.513
567515,236.543
567522,430.183
567524,303.401
567526,253.606
567527,453.568
567528,371.883
567530,810.249
567531,360.073
567537,615.236
567538,229.904
567542,326.01
567546,504.256
567547,411.942
567553,279.313
567557,414.197
567568,450.815
567574,531.705
567580,553.677
567585,407.987
567589,230.878
567591,281.295
567596,517.855
567598,361.219
567600,534.254
567601,545.587
567602,332.335
567603,196.968
567604,412.378
567605,190.333
567609,207.314
567610,202.631
567615,475.995
567617,351.886
567618,281.869
567619,618.512
567622,317.941
567626,542.472
567640,404.31
567646,254.845
567658,317.766
567693,307.03
567694,300.44
567699,1011.904
567701,416.133
567709,267.646
567715,608.7
567718,842.528
567741,1033.891
567744,252.05
567745,335.036
567747,357.944
567759,183.765
567759,198.127
567760,195.452
567760,233.506
567767,476.844
567865,298.114
567875,259.722
567882,313.017
567883,126.096
567884,219.362
567885,318.311
567888,326.795
567889,309.519
567890,214.319
567891,374.97
567892,467.693
567893,687.707
567895,393.841
567896,415.573
567897,400.474
567964,404.081
568020,366.536
568027,446.31
568030,103.075
568046,202.774
568054,367.584
568056,410.46
568059,359.314
568061,263.438
568064,233.755
568065,528.19
568066,303.815
568068,1426.698
568069,320.689
568072,819.788
568074,208.475
568075,687.71
568097,433.102
568098,443.676
568099,281.577
568100,317.766
568101,505.495
568102,278.877
568104,336.514
568106,331.2
568109,270.001
568110,472.652
568112,200.609
568113,283.89
568114,252.151
568115,615.57
568116,279.755
568117,675.894
568118,280.368
568119,323.638
568120,221.406
568121,615.57
568122,381.609
568171,343.51
568172,212.159
568173,229.318
568174,244.437
568175,206.595
568176,307.341
568177,204.172
568178,325.54
568179,238.891
568181,317.263
568182,203.213
568183,323.949
568184,203.213
568185,374.323
568186,213.947
568209,748.165
568297,1183.439
568298,1183.439
568313,2735.798
568471,233.518
568755,351.001
568849,233.518
568850,279.342
568864,305.403
569113,197.559
